keys,en,ru
Choice/cb/text,[color=#8e59f5]Wait it out[/color],"[color=#8e59f5]Жду, пока пройдет[/color]"
Choice/cb/disabled_text,,
Text/cc/text,[color=#8e59f5]I just wait for the stress to pass on its own[/color],"[color=#8e59f5]Я просто жду, пока стресс уйдет сам.[/color]"
Text/cd/text,"Patience is a virtue, but it [i]doesn’t reduce stress[/i]","Терпение — это добродетель, но оно [i]не уменьшает стресс[/i]."
Choice/ce/text,[color=#f7d038]Silly joke[/color],[color=#f7d038]Смешная шутка[/color]
Choice/ce/disabled_text,,
Text/cf/text,[color=#f7d038]I make a silly joke or share a funny story to break the tension[/color],"[color=#f7d038]Я рассказываю смешную историю или шучу, чтобы разрядить обстановку.[/color]"
Text/d0/text,Perfect. Humor brings perspective when things feel overwhelming,"Отлично. Юмор помогает обрести перспективу, когда кажется, что все слишком сложно."
Choice/d1/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/d1/disabled_text,,
Text/d2/text,No response? [b]Stress[/b] can thrive in silence,Нет ответа? [b]Стресс[/b] процветает в тишине.
Text/d3/text,"Staying positive is important, but don’t underestimate the power of a well-timed laugh to break the tension","Позитивный настрой важен, но не недооценивайте силу смеха в нужный момент."
Text/d4/text,"True, though humor can be tricky. Knowing when and how to use it matters.","Верно, хотя юмор может быть непростым. Важно знать, когда и как его применять."
Label/d5/display_name,,
Text/d6/text,Resourcefulness is solving problems with [i]what’s at hand[/i],"Изобретательность — это умение решать проблемы с [i]тем, что под рукой[/i]."
Text/d7/text,[color=#2effff][b]What do you do when faced with a sudden lack of tools or resources?[/b][/color],"[color=#2effff][b]Что вы делаете, столкнувшись с нехваткой инструментов или ресурсов?[/b][/color]"
Choice/d8/text,[color=#6BBF59]Find replacements[/color],[color=#6BBF59]Нахожу замену[/color]
Choice/d8/disabled_text,,
Text/d9/text,[color=#6BBF59] I focus on finding replacements as quickly as possible[/color],"[color=#6BBF59]Я сосредотачиваюсь на том, чтобы как можно быстрее найти замену.[/color]"
Text/da/text,"Resourceful, but that’s not always possible in the moment","Находчиво, но это не всегда возможно."
Choice/db/text,[color=#8e59f5]Task can wait[/color],[color=#8e59f5]Можно подождать[/color]
Choice/db/disabled_text,,
Text/dc/text,[color=#8e59f5]I reevaluate the task to see if it can wait[/color],"[color=#8e59f5]Я оцениваю, можно ли отложить задачу.[/color]"
Text/dd/text,"Practical, but flexibility under pressure is better","Практично, но гибкость под давлением — лучшее решение."
Choice/de/text,[color=#f7d038]Duct tape[/color],[color=#f7d038]Изолента[/color]
Choice/de/disabled_text,,
Text/df/text,[color=#f7d038]I MacGyver my way through it with duct tape and hope[/color],[color=#f7d038]Я решаю проблему с изолентой и надеждой на лучшее.[/color]
Text/e0/text,Creativity in the face of constraints is a true skill!,Креативность в условиях ограничений — это настоящее мастерство!
Choice/e1/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/e1/disabled_text,,
Text/e2/text,"No tools, no response?",Нет инструментов - нет ответа?
Text/e3/text,"Finding workarounds shows adaptability, but being creative on the fly is a talent we admire","Поиск обходных путей показывает адаптивность, но креативность на ходу — это талант, который мы ценим."
Text/e4/text,"Agreed, but sometimes duct tape really is the ultimate solution","Согласен, но иногда изолента действительно — лучшее решение."
Text/e5/text,You're goddamn right,Ты чертовски прав!
Label/e6/display_name,,
Text/e7/text,Every great idea starts with an [i]unexpected spark[/i],Каждая великая идея начинается с [i]неожиданного озарения[/i].
Text/e8/text,[color=#2effff][b]How do you deal with sudden inspiration at inconvenient times?[/b][/color],[color=#2effff][b]Как вы справляетесь с внезапным вдохновением в неудобное время?[/b][/color]
Choice/e9/text,[color=#6BBF59]Jot it down[/color],[color=#6BBF59]Записываю[/color]
Choice/e9/disabled_text,,
Text/ea/text,[color=#6BBF59]I jot it down and revisit it when I have time[/color],"[color=#6BBF59]Я записываю мысль, чтобы вернуться к ней позже.[/color]"
Text/eb/text,"Practical, but capturing the energy of the moment can be key","Практично, но иногда важно поймать энергию момента."
Choice/ec/text,[color=#8e59f5]Hope it returns[/color],"[color=#8e59f5]Надеюсь, вернется[/color]"
Choice/ec/disabled_text,,
Text/ed/text,[color=#8e59f5]I usually forget about it and hope it comes back later[/color],"[color=#8e59f5]Я обычно забываю и надеюсь, что идея вернется позже.[/color]"
Text/ee/text,"Hmm, letting it slip away could mean lost opportunities","Хм, упустить такой момент — значит потерять возможность."
Choice/ef/text,[color=#f7d038]Napkin note[/color],[color=#f7d038]Заметка на салфетке[/color]
Choice/ef/disabled_text,,
Text/f0/text,[color=#f7d038]I scribble it on anything handy — even a napkin if I must![/color],"[color=#f7d038]Пишу на чем угодно — даже на салфетке, если нужно![/color]"
Text/f1/text,Love it. Brilliant ideas don’t wait for the perfect moment.,Отлично! Гениальные идеи не ждут подходящего времени.
Text/f2/text,One of ex-coworkers did the same,Один из моих бывших коллег делал то же самое.
Text/f3/text,Poor Herald...,Бедный Геральд...
Choice/f4/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/f4/disabled_text,,
Text/f5/text,"A missed moment, perhaps",Упущенный момент? Возможно.
Text/f6/text,Sometimes those spur-of-the-moment ideas are the best ones — don’t let them get away.,Иногда спонтанные идеи — это самое ценное. Не позволяйте им ускользнуть.
Label/f7/display_name,,
Text/f8/text,"By the way, I read in your [i]CV[/i] about your [i]communication skills[/i]. Is that true?","Кстати, я видел в вашем [i]резюме[/i] упоминание о [i]коммуникативных навыках[/i]. Это правда?"
Text/f9/text,[color=#2effff][b]How do you deal with sudden inspiration at inconvenient times?[/b][/color],[color=#2effff][b]Как вы справляетесь с внезапным вдохновением в неудобное время?[/b][/color]
Choice/fa/text,[color=#6BBF59]Direct and concise[/color],[color=#6BBF59]Краткость и четкость[/color]
Choice/fa/disabled_text,,
Text/fb/text,[color=#6BBF59]I focus on being direct and to the point in every situation[/color],[color=#6BBF59]Я всегда стараюсь быть кратким и по делу.[/color]
Text/fc/text,"Efficient, but it doesn’t always suit every scenario","Эффективно, но не всегда подходит для каждой ситуации."
Choice/fd/text,[color=#8e59f5]Adapt as I go[/color],[color=#8e59f5]Импровизирую[/color]
Choice/fd/disabled_text,,
Text/fe/text,[color=#8e59f5]I adapt to the situation and figure it out as I go[/color],[color=#8e59f5]Я адаптируюсь и разбираюсь по ходу дела.[/color]
Text/ff/text,"Flexible, especially if it helps build rapport with others","Гибко, особенно если это помогает наладить общение."
Choice/100/text,[color=#f7d038]Fluent sarcasm[/color],[color=#f7d038]Сарказм на отлично[/color]
Choice/100/disabled_text,,
Text/101/text,"[color=#f7d038]I speak fluent sarcasm, but I promise to keep it work-appropriate![/color]","[color=#f7d038]Я отлично владею сарказмом, но обещаю использовать его только в подходящей ситуации![/color]"
Text/102/text,"This is not a business approach, you know?","Это, знаете ли, не совсем деловой подход."
Choice/103/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/103/disabled_text,,
Text/104/text,Absolutely not...,Абсолютно нет...
Text/105/text,And I lied to you,И я вам соврал.
Text/106/text,There's no anything about communication in your CV,В вашем резюме ничего не сказано о коммуникации.
Text/107/text,Wanna comment this?,Есть что сказать?
Choice/108/text,[color=#8e59f5]This was just an answer[/color],[color=#8e59f5]Это просто ответ[/color]
Choice/108/disabled_text,,
Text/109/text,[color=#8e59f5]Doesn't matter. You asked - I responded[/color],[color=#8e59f5]Неважно. Вы спросили — я ответил.[/color]
Text/10a/text,Good... Good...,Хорошо... Хорошо...
Choice/10b/text,[color=#f7d038]Too many ambitions[/color],[color=#f7d038]Слишком много амбиций[/color]
Choice/10b/disabled_text,,
Text/10c/text,"[color=#f7d038]There are so many of my ambitions described there, I can’t even remember them all[/color]","[color=#f7d038]В резюме так много моих амбиций, что я уже не помню их все.[/color]"
Text/10d/text,So... Your memory is not very good?,"Значит, с памятью у вас не очень?"
Choice/10e/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/10e/disabled_text,,
Text/10f/text,I got you,Попался!
Label/110/display_name,,
Text/111/text,Who in their right mind… ahem!,Кто в здравом уме… эээ!
Text/112/text,Excuse me,Прошу прощения.
Text/113/text,I just noticed this poor little cookie here,Я только что заметил этого бедного печения!
Text/114/text,My cookie!,Мое печенье!
Text/115/text,Bitten!,Откусано!
Text/116/text,Half-devoured!,Почти съедено!
Text/117/text,Someone has some nerve!,Вот это наглость!
Text/118/text,"Tell me, do you like cookies?","Скажите-ка, вы любите печенье?"
Text/119/text,[color=#2effff][b]Did you eat my cookie?[/b][/color],[color=#2effff][b]Вы съели мое печенье?[/b][/color]
Choice/11a/text,[color=#6BBF59]Not me![/color],[color=#6BBF59]Это не я![/color]
Choice/11a/disabled_text,,
Text/11b/text,"[color=#6BBF59]No, I would never touch your food without permission![/color]","[color=#6BBF59]Нет, я бы никогда не тронул вашу еду без разрешения![/color]"
Text/11c/text,Really? You look suspiciously... crumb-free for someone innocent.,Правда? Что-то вы подозрительно... без крошек для невиновного.
Choice/11d/text,[color=#8e59f5]No memory of it[/color],[color=#8e59f5]Не помню такого[/color]
Choice/11d/disabled_text,,
Text/11e/text,[color=#8e59f5]I don’t even remember seeing a cookie on your desk[/color],"[color=#8e59f5]Я даже не помню, чтобы видел печенье на вашем столе.[/color]"
Text/11f/text,[i]Convenient. Conveniently vague. Makes me wonder.[/i],[i]Как удобно. Удобно расплывчато. Заставляет задуматься.[/i]
Choice/120/text,[color=#f7d038]If it were me…[/color],[color=#f7d038]Если бы это был я…[/color]
Choice/120/disabled_text,,
Text/121/text,"[color=#f7d038]I’m not saying it was me, but if I had, I would’ve eaten the whole thing[/color]","[color=#f7d038]Я не говорю, что это был я, но если бы был, то съел бы все целиком.[/color]"
Text/122/text,"Ha! Bold, aren’t you?","Ха! Дерзко, не правда ли?"
Text/123/text,But that doesn’t mean I trust you,"Но это не значит, что я вам верю."
Choice/124/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/124/disabled_text,,
Text/125/text,"Silent, huh?","Молчите, да?"
Text/126/text,Guilty conscience?,Угрызения совести?
Text/127/text,Or are you just bad under pressure?,Или вы просто плохо держите себя под давлением?
Text/128/text,Now let me think… who could’ve done this?,Дайте подумать... кто мог это сделать?
Text/129/text,"You’re the only one I’ve spoken to today… but then, this door rarely opens.","Вы — единственный человек, с кем я говорил сегодня… но эта дверь редко открывается."
Text/12a/text,Nobody else comes in here except candidates like you,"Сюда больше никто не заходит, кроме таких, как вы — кандидатов."
Text/12b/text,"Maybe someone sneaked in earlier? I mean, could it have been you by accident?","Может, кто-то зашел раньше? Или это вы сделали случайно?"
Text/12c/text,Me? Do I look like someone who forgets his own snacks?,"Я? Похож ли я на того, кто забывает о своих перекусах?"
Text/12d/text,Ridiculous!,Смешно!
Text/12e/text,"No, no, I think I’d remember biting into something this delicious.","Нет-нет, я бы точно запомнил, как откусил что-то такое вкусное."
Text/12f/text,Maybe it’s stress. People sometimes eat without realizing it,"Может, это стресс? Иногда люди едят и не замечают."
Text/130/text,"Stress makes people mutter to themselves, not eat cookies without thinking!","Стресс заставляет людей бормотать себе под нос, а не есть печенье бессознательно!"
Text/131/text,"Well, if this is how the day’s starting… I need to keep an eye on people like you","Ну что ж, если день начинается так… придется присмотреть за такими, как вы."
Label/132/display_name,,
Text/133/text,"By the way, in this morning I found a note, writen by some of ex-workers.
I want to show it for you.","Кстати, сегодня утром я нашел записку от одного из бывших сотрудников."
Text/134/text,"‘To whoever comes next, beware. This place has its own way of testing you. It’s not just the work—it’s the walls, the air, the… noises. No one makes it out without changing. You’ll see what I mean soon enough.’","‘Тому, кто придет сюда следующим, будь осторожен. У этого места есть свои способы испытать тебя. Дело не только в работе — это стены, воздух, звуки. Никто не уходит отсюда, не изменившись. Скоро сам всё поймёшь.’"
Text/135/text,"[color=#2effff][b]That’s cheerful, isn’t it? So, what do you make of that?[/b][/color]","[color=#2effff][b]Мило, правда? И что вы думаете об этом?[/b][/color]"
Choice/136/text,[color=#6BBF59]Weak employee[/color],[color=#6BBF59]Слабый сотрудник[/color]
Choice/136/disabled_text,,
Text/137/text,[color=#6BBF59]Sounds like someone who couldn’t handle the pressure and wanted to scare others[/color],"[color=#6BBF59]Похоже на кого-то, кто не справился с давлением и решил напугать других.[/color]"
Text/138/text,"Hmm, could be. Or maybe they were just being honest. Sometimes pressure reveals things you didn’t know were there…","Хм, возможно. А может, человек просто был честным. Иногда давление открывает то, о чем ты и не подозревал."
Choice/139/text,[color=#8e59f5]Overreaction[/color],[color=#8e59f5]Перегнул палку[/color]
Choice/139/disabled_text,,
Text/13a/text,[color=#8e59f5]Maybe they were just being dramatic. Stress makes people exaggerate[/color],"[color=#8e59f5]Может, они просто драматизировали. Стресс иногда заставляет людей преувеличивать.[/color]"
Text/13b/text,"Dramatic, you think?","Драматизировал, говорите?"
Text/13c/text,"Yeah, some people love to make their suffering everyone’s problem.","Да, некоторые любят превращать свои страдания в проблему для всех вокруг."
Text/13d/text,Or maybe they knew more than they let on…,"А может, они знали больше, чем сказали…"
Choice/13e/text,[color=#f7d038]Horror script[/color],[color=#f7d038]Сценарий ужастика[/color]
Choice/13e/disabled_text,,
Text/13f/text,[color=#f7d038]Sounds like a great plot for a horror movie. You’d better watch out![/color],[color=#f7d038]Звучит как отличный сюжет для фильма ужасов. Осторожнее![/color]
Text/140/text,"A movie, huh?","Фильм, да?"
Text/141/text,"If this were fiction, you might be the main character. Think about that","Если бы это была выдумка, вы могли бы быть главным героем. Подумайте об этом."
Choice/142/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/142/disabled_text,,
Text/143/text,Speechless?,Без слов?
Text/144/text,"Maybe that note got to you more than you want to admit. Careful, silence speaks volumes","Может, эта записка задела вас сильнее, чем вы готовы признать. Осторожнее, молчание говорит громче слов."
Text/145/text,"Do you think they were serious? I mean, what kind of place is this?","Вы думаете, он был серьёзен? То есть, что это за место такое?"
Text/146/text,"Serious? Probably not. But there’s truth in every exaggeration, isn’t there? You’ve got to wonder what pushed him to write it.","Серьёзен? Вряд ли. Но в каждом преувеличении есть доля правды, не так ли? Нужно задаться вопросом, что побудило его это написать."
Text/147/text,Have others said things like this?,Другие говорили что-то подобное?
Text/148/text,"Hmm, let’s just say the people who’ve been here long enough tend to keep their thoughts to themselves","Хм, скажем так, те, кто здесь достаточно долго, предпочитают держать свои мысли при себе."
Text/149/text,"Anyway, enough of this","Ладно, хватит об этом."
Text/14a/text,Let’s move on before you start writing your own farewell letter,"Давайте перейдём к делу, пока вы не начали писать свою собственную прощальную записку."
Label/14b/display_name,,
Text/14c/text,Wait a second… has that always been there?,Подождите… это всегда было здесь?
Text/14d/text,What do you mean?,Что вы имеете в виду?
Text/14e/text,That shadow. In the painting. Look at it!,Эта тень. На картине. Посмотрите!
Text/14f/text,[color=#2effff][b]Has that shadow always been in the painting?[/b][/color],[color=#2effff][b]Эта тень всегда была на картине?[/b][/color]
Choice/150/text,[color=#6BBF59]Always there[/color],[color=#6BBF59]Всегда была[/color]
Choice/150/disabled_text,,
Text/151/text,"[color=#6BBF59]Yes, I think it’s always been there[/color]","[color=#6BBF59]Да, думаю, она всегда была здесь.[/color]"
Text/152/text,Really? Are you sure? You didn’t sound sure.,Правда? Вы уверены? Вы звучите неуверенно.
Text/153/text,Why would you lie to me about something so odd?,Почему вы бы стали лгать мне о чём-то таком странном?
Choice/154/text,[color=#8e59f5]Didn’t notice[/color],[color=#8e59f5]Не заметил[/color]
Choice/154/disabled_text,,
Text/155/text,"[color=#8e59f5]I didn’t notice it before, but I wasn’t paying attention.[/color]","[color=#8e59f5]Раньше не замечал, но я особо не приглядывался.[/color]"
Text/156/text,Not paying attention?,Не приглядывались?
Text/157/text,"A great trait for a future employee, isn’t it?","Отличное качество для будущего сотрудника, не так ли?"
Choice/158/text,[color=#f7d038]Haunted painting[/color],[color=#f7d038]Заколдованная картина[/color]
Choice/158/disabled_text,,
Text/159/text,[color=#f7d038]Maybe the painting’s haunted? Or just has a sense of humor.[/color],"[color=#f7d038]Может, картина заколдована? Или у неё просто есть чувство юмора.[/color]"
Text/15a/text,"Ha! Bold, aren’t you?","Ха! Дерзко, правда?"
Text/15b/text,"You’ve got jokes. Let’s hope you’re joking, at least","Шутите. Надеюсь, вы всё-таки шутите."
Choice/15c/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/15c/disabled_text,,
Text/15d/text,Silent?,Молчите?
Text/15e/text,Don’t tell me you’re scared of a little shadow in a painting,Неужели вы боитесь какой-то тени на картине?
Text/15f/text,Isn’t it just a trick of the light? Paintings can look different depending on the angle.,"Это же просто игра света, не так ли? Картины могут выглядеть по-разному под разными углами."
Text/160/text,Maybe. But I’ve had this painting for years. Never saw a shadow there before.,Может быть. Но эта картина у меня уже много лет. Никогда раньше тени там не было.
Text/161/text,Is it a portrait of you?,Это ваш портрет?
Text/162/text,"Yes, me, back when I first started here. That was a long time ago","Да, мой, когда я только начинал здесь. Это было давно."
Text/163/text,"I’ve been feeling… odd lately. Tired, distracted. Maybe this is some… symptom. Or maybe something else.","В последнее время я чувствую себя… странно. Усталость, рассеянность. Может, это какой-то… симптом. Или что-то другое."
Text/164/text,Do you think it means something?,"Вы думаете, это что-то значит?"
Text/165/text,Mean something? Ha! Don’t get ahead of yourself.,Значит что-то? Ха! Не забегайте вперёд.
Text/166/text,"Still, strange things do happen in this building...","Хотя, в этом здании порой случаются странные вещи…"
Label/167/display_name,,
Text/168/text,Do you hear that?,Вы это слышите?
Text/169/text,"No, seriously — do you hear anything?","Нет, серьёзно — вы что-нибудь слышите?"
Text/16a/text,[color=#2effff][b]Do you hear anything unusual?[/b][/color],[color=#2effff][b]Вы слышите что-то необычное?[/b][/color]
Choice/16b/text,[color=#6BBF59]Whispers heard[/color],[color=#6BBF59]Слышу шёпот[/color]
Choice/16b/disabled_text,,
Text/16c/text,"[color=#6BBF59]Yes, I hear whispers. What is that?[/color]","[color=#6BBF59]Да, я слышу шёпот. Что это?[/color]"
Text/16d/text,"Oh, so it’s not just me?","О, значит, это не только мне кажется?"
Text/16e/text,That’s... not reassuring,Это… не особо обнадёживает.
Choice/16f/text,[color=#8e59f5]Uncertain[/color],[color=#8e59f5]Не уверен[/color]
Choice/16f/disabled_text,,
Text/170/text,[color=#8e59f5]Maybe? It’s hard to tell. What do you think it is?[/color],"[color=#8e59f5]Может быть? Трудно сказать. А как вы думаете, что это?[/color]"
Text/171/text,"Hmm, you’re on the fence. Smart.","Хм, вы сомневаетесь. Мудро."
Text/172/text,"Sometimes, it’s best not to commit to what you can’t explain","Иногда лучше не утверждать то, чего не можешь объяснить."
Choice/173/text,[color=#f7d038]Ghost joke[/color],[color=#f7d038]Шутка про привидения[/color]
Choice/173/disabled_text,,
Text/174/text,[color=#f7d038]Must be the ghosts having a staff meeting. Should we join them?[/color],"[color=#f7d038]Наверное, это привидения проводят собрание персонала. Присоединимся?[/color]"
Text/175/text,Ha! Staff meeting?,Ха! Собрание персонала?
Text/176/text,"If they are, I hope they’re more productive than the last one I attendedt","Если и так, надеюсь, оно продуктивнее, чем последнее, на котором я был."
Choice/177/text,[color=gray] . . . [/color],[color=gray] . . . [/color]
Choice/177/disabled_text,,
Text/178/text,"Not a fan of answering mysterious questions, huh?","Не любите отвечать на загадочные вопросы, да?"
Text/179/text,Don’t worry. The vent doesn’t bite.,Не переживайте. Вентиляция не кусается.
Text/17a/text,Probably.,Наверное.
Text/17b/text,Do you hear whispers often?,Вы часто слышите шёпот?
Text/17c/text,"Now and then. This building has its quirks. Though, there’s a story floating around…","Иногда. У этого здания есть свои причуды. Хотя, ходит одна история…"
Text/17d/text,What kind of story?,Какая история?
Text/17e/text,"Oh, just some nonsense. Supposedly, years ago, an employee got locked in the air ducts during renovations.","О, просто ерунда. Говорят, много лет назад один сотрудник застрял в вентиляции во время ремонта."
Text/17f/text,"He didn’t make it out, so now he whispers advice—or warnings. Who knows? Maybe he’s just bored","Он так и не выбрался, и теперь шепчет советы — или предупреждения. Кто знает? Может, ему просто скучно."
Text/180/text,"Anyway, let’s focus. The whispers won’t finish the interview for you","Ладно, сосредоточьтесь. Шёпот за вас собеседование не пройдёт."
Label/181/display_name,,
Text/182/text,"So, very good","Итак, очень хорошо."
Text/183/text,I really like your answers,Мне действительно нравятся ваши ответы.
Text/184/text,"Of course, it could have been better","Конечно, могло быть и лучше."
Text/185/text,But this is quite enough,Но этого вполне достаточно.
Text/186/text,You can go to the mr. Pop,Вы можете идти к мистеру пророку.
Text/187/text,I'll call him for recomendation about you,Я позвоню ему за рекомендацией о вас.
Label/188/display_name,,
